"lon","lat","latlon","umw","x","y","domain.paleon","pc.all1","pc.all2","pc.setveg1","pc.setveg2","pc.setveg.mod1","pc.setveg.mod2","pc.umw1","pc.umw2","pc.umw.mod1","pc.umw.mod2"
-86.25,39.25,"lat39.25lon-86.25",NA,NA,NA,"IN",-1.34437319280052,0.214304345173312,-1.67216602377058,1.42425041628301,NA,NA,NA,NA,NA,NA
-86.25,39.75,"lat39.75lon-86.25","n",0.7420471005,0.3583277571,"IN",-1.16405871920728,0.307611382184854,-1.97109837546339,0.961660361344125,-2.0606357972215,0.845313694517944,NA,NA,NA,NA
-86.25,40.25,"lat40.25lon-86.25",NA,NA,NA,"IN",-0.94867263499135,0.00628666291979888,-1.82936224576675,0.574761692529496,NA,NA,NA,NA,NA,NA
-86.25,40.75,"lat40.75lon-86.25",NA,NA,NA,"IN",-0.731437213248097,0.207885926102386,-1.26196304346487,0.729705710840227,NA,NA,NA,NA,NA,NA
-86.25,41.25,"lat41.25lon-86.25","n",0.7482531111,0.5244536054,"IN",-0.927399546157953,0.133487580583801,-2.70222368602637,0.18357117217743,-2.67027700214129,0.146838456340277,NA,NA,NA,NA
-86.25,41.75,"lat41.75lon-86.25",NA,NA,NA,"IN",-0.770756971098235,-0.191816978143348,-2.40145709677187,-0.109948920978665,NA,NA,NA,NA,NA,NA
-86.25,42.25,"lat42.25lon-86.25",NA,NA,NA,"MI - lower",0.069517295358053,-0.539390363156456,-0.707919295337134,-0.338243665530852,NA,NA,NA,NA,NA,NA
-86.25,42.75,"lat42.75lon-86.25","y",0.7544719551,0.6909229821,NA,0.274916383302356,-1.07872210712204,NA,NA,NA,NA,NA,NA,0.752923384630522,-1.62936398108574
-86.25,43.25,"lat43.25lon-86.25",NA,NA,NA,"MI - lower",0.74947163929729,-0.572715413927187,1.38842676861586,-0.275012787619312,NA,NA,NA,NA,NA,NA
-86.25,43.75,"lat43.75lon-86.25",NA,NA,NA,"MI - upper",0.886176729186795,-0.658954382449375,1.51115608453701,-0.504505516908268,NA,NA,1.35480660513886,1.44153718078092,NA,NA
-86.25,44.25,"lat44.25lon-86.25","y",0.7607001116,0.8576416426,"MI - upper",0.983101976751387,-0.562224432240321,1.66698806409448,-0.53106863254597,1.62837923805103,-0.501243179549118,1.39908970586638,1.26412446205094,2.00136034172325,-0.286186598396525
-86.25,49.25,"lat49.25lon-86.25",NA,NA,NA,NA,1.28255520152318,-1.46318610220132,NA,NA,NA,NA,NA,NA,NA,NA
-86.25,49.75,"lat49.75lon-86.25",NA,NA,NA,NA,2.72815021776507,-1.17839095432251,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,35.25,"lat35.25lon-85.75",NA,NA,NA,NA,-2.4429225415333,1.83707143363345,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,35.75,"lat35.75lon-85.75",NA,NA,NA,NA,-2.33677925114236,1.93960950078937,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,36.25,"lat36.25lon-85.75",NA,NA,NA,NA,-1.91083132125593,1.96030560090779,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,36.75,"lat36.75lon-85.75",NA,NA,NA,NA,-1.87280696535008,1.87431935729629,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,37.25,"lat37.25lon-85.75",NA,NA,NA,NA,-1.96051134031579,1.41841670465241,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,37.75,"lat37.75lon-85.75",NA,NA,NA,NA,-1.85249525814552,0.795893125125542,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,38.25,"lat38.25lon-85.75",NA,NA,NA,"IN",-1.17351846317272,0.834581752669866,-0.950679032205325,2.31879693127345,NA,NA,NA,NA,NA,NA
-85.75,38.75,"lat38.75lon-85.75",NA,NA,NA,"IN",-0.849002503449665,0.352116267853544,-1.36081738861101,1.38020559739064,NA,NA,NA,NA,NA,NA
-85.75,39.25,"lat39.25lon-85.75",NA,NA,NA,"IN",-1.11395599509531,0.704349543868999,-1.83104912618477,1.49220551717472,NA,NA,NA,NA,NA,NA
-85.75,39.75,"lat39.75lon-85.75",NA,NA,NA,"IN",-0.932039796516866,0.0623362679373186,-1.77724574305384,0.629381145661857,NA,NA,NA,NA,NA,NA
-85.75,40.25,"lat40.25lon-85.75",NA,NA,NA,"IN",-0.889670550045041,-0.0943456261079333,-1.72909356743193,0.439990052969894,NA,NA,NA,NA,NA,NA
-85.75,40.75,"lat40.75lon-85.75",NA,NA,NA,"IN",-0.819444726314583,-0.126919145336726,-1.4380581526599,0.430345278014774,NA,NA,NA,NA,NA,NA
-85.75,41.25,"lat41.25lon-85.75",NA,NA,NA,"IN",-1.05222508089656,-0.211756191740545,-2.23113777619279,0.137527369607448,NA,NA,NA,NA,NA,NA
-85.75,41.75,"lat41.75lon-85.75",NA,NA,NA,"IN",-0.712716229760891,0.0711667359889558,-1.56213585004693,0.446283398887993,NA,NA,NA,NA,NA,NA
-85.75,42.25,"lat42.25lon-85.75",NA,NA,NA,"MI - lower",-0.620697793671382,-0.214193620204183,-1.50369810371685,-0.0852509154693281,NA,NA,NA,NA,NA,NA
-85.75,42.75,"lat42.75lon-85.75",NA,NA,NA,"MI - lower",-0.219394967023944,-0.703722031085244,-1.76300486488253,-0.927362157044474,NA,NA,NA,NA,NA,NA
-85.75,43.25,"lat43.25lon-85.75",NA,NA,NA,"MI - lower",-0.110394330213705,-0.783541679362664,-1.18072008819361,-1.10577268531181,NA,NA,NA,NA,NA,NA
-85.75,43.75,"lat43.75lon-85.75",NA,NA,NA,"MI - upper",1.02711086736182,-0.645582897067205,1.69321011306894,-0.643239714806125,NA,NA,1.62606699870955,1.19217090236964,NA,NA
-85.75,44.25,"lat44.25lon-85.75",NA,NA,NA,"MI - upper",1.11402987409403,-0.747416851879395,1.72446017044842,-0.861591744136466,NA,NA,1.65063404574422,0.792135878448441,NA,NA
-85.75,44.75,"lat44.75lon-85.75",NA,NA,NA,"MI - upper",1.11887369289441,-0.653685985573287,1.61222379903391,-0.873644884402243,NA,NA,1.46739735878039,0.744783603180683,NA,NA
-85.75,46.75,"lat46.75lon-85.75",NA,NA,NA,NA,1.84658158607815,-0.598873336182255,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,48.75,"lat48.75lon-85.75",NA,NA,NA,NA,2.41060088657199,-0.927738847429176,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,49.25,"lat49.25lon-85.75",NA,NA,NA,NA,2.59387019183836,-1.19345178604244,NA,NA,NA,NA,NA,NA,NA,NA
-85.75,49.75,"lat49.75lon-85.75",NA,NA,NA,NA,2.67956874641047,-1.30961605035764,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,35.25,"lat35.25lon-85.25",NA,NA,NA,NA,-2.10849821468031,2.19302547122837,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,35.75,"lat35.75lon-85.25",NA,NA,NA,NA,-2.24465587262973,2.11590515263544,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,36.25,"lat36.25lon-85.25",NA,NA,NA,NA,-2.211510507972,1.98493908889713,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,36.75,"lat36.75lon-85.25",NA,NA,NA,NA,-2.07934825591906,1.81786173235904,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,37.25,"lat37.25lon-85.25",NA,NA,NA,NA,-1.86278242294173,1.45046239316984,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,37.75,"lat37.75lon-85.25",NA,NA,NA,NA,-1.44347883672437,1.05090681433313,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,38.25,"lat38.25lon-85.25",NA,NA,NA,NA,-1.44625468192642,0.778746625874433,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,38.75,"lat38.75lon-85.25",NA,NA,NA,"IN",-1.23446573957824,0.480164852288917,-1.30984360574953,1.60153126288033,NA,NA,NA,NA,NA,NA
-85.25,39.25,"lat39.25lon-85.25",NA,NA,NA,"IN",-0.980175237468629,0.578705025844967,-0.842535366751818,1.50930511580637,NA,NA,NA,NA,NA,NA
-85.25,39.75,"lat39.75lon-85.25",NA,NA,NA,"IN",-0.753486923989564,0.226661720048035,-1.3270828536136,0.72403206093367,NA,NA,NA,NA,NA,NA
-85.25,40.25,"lat40.25lon-85.25",NA,NA,NA,"IN",-0.861418988575912,-0.214833817896517,-1.92257252672664,0.232000532385254,NA,NA,NA,NA,NA,NA
-85.25,40.75,"lat40.75lon-85.25",NA,NA,NA,"IN",-0.756486079581207,-0.326331576512209,-1.39912332327054,0.223518624165985,NA,NA,NA,NA,NA,NA
-85.25,41.25,"lat41.25lon-85.25",NA,NA,NA,"IN",-0.777493394001932,-0.298552922389938,-1.7522263901382,0.0089825694052843,NA,NA,NA,NA,NA,NA
-85.25,41.75,"lat41.75lon-85.25",NA,NA,NA,"IN",-0.725640659849908,-0.181806662646946,-2.22300021017177,-0.147735209702149,NA,NA,NA,NA,NA,NA
-85.25,42.25,"lat42.25lon-85.25",NA,NA,NA,"MI - lower",-0.581651872021944,-0.407655887302401,-1.52629150975665,-0.326447439614435,NA,NA,NA,NA,NA,NA
-85.25,42.75,"lat42.75lon-85.25",NA,NA,NA,"MI - lower",-0.399857449964272,-0.732868885254324,-1.66054906886844,-0.924399489209564,NA,NA,NA,NA,NA,NA
-85.25,43.25,"lat43.25lon-85.25",NA,NA,NA,"MI - lower",0.666457554390985,-0.759700978905215,0.674625051599875,-0.820714763590327,NA,NA,NA,NA,NA,NA
-85.25,43.75,"lat43.75lon-85.25",NA,NA,NA,"MI - upper",0.973682705082446,-0.772416111072108,1.1064115568069,-1.13623508043043,NA,NA,1.06297207368475,0.477048309121981,NA,NA
-85.25,44.25,"lat44.25lon-85.25",NA,NA,NA,"MI - upper",1.25542460285288,-0.887365272370112,1.85534945167699,-1.11066577817453,NA,NA,1.81182976537547,0.347864736467035,NA,NA
-85.25,44.75,"lat44.75lon-85.25",NA,NA,NA,"MI - upper",1.26107351297384,-0.87185044041504,1.8111014259122,-1.1543052761273,NA,NA,1.76071691727752,0.270516500984108,NA,NA
-85.25,45.25,"lat45.25lon-85.25",NA,NA,NA,"MI - upper",1.27106385193593,-0.702509996114723,1.5815415907215,-1.2030074017308,NA,NA,1.63894429581719,0.273386842667475,NA,NA
-85.25,46.75,"lat46.75lon-85.25",NA,NA,NA,"MI - upper",1.83599806415704,-0.6175077596403,2.68521335132834,-1.5102278539027,NA,NA,3.01958766203413,-0.460591884541509,NA,NA
-85.25,48.75,"lat48.75lon-85.25",NA,NA,NA,NA,2.56393737434799,-1.03062044268035,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,49.25,"lat49.25lon-85.25",NA,NA,NA,NA,2.59923058194482,-1.26484523772883,NA,NA,NA,NA,NA,NA,NA,NA
-85.25,49.75,"lat49.75lon-85.25",NA,NA,NA,NA,2.57362636122977,-1.32800397390383,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,35.25,"lat35.25lon-84.75","n",0.8616815302,-0.1410114604,NA,-2.42180041034395,2.04389851221968,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,35.75,"lat35.75lon-84.75",NA,NA,NA,NA,-1.96135946372163,2.21658712178419,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,36.25,"lat36.25lon-84.75",NA,NA,NA,NA,-2.03766488034381,1.94720129193867,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,36.75,"lat36.75lon-84.75","n",0.8647578357,0.0236670438,NA,-1.99505527832327,1.4986913030839,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,37.25,"lat37.25lon-84.75",NA,NA,NA,NA,-1.8548655096243,1.25341260690035,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,37.75,"lat37.75lon-84.75","n",0.866814912,0.1337849303,NA,-1.56033752536779,0.713017346895185,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,38.25,"lat38.25lon-84.75","n",0.8678451566,0.1889352227,NA,-1.5312464365303,0.617795442127311,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,38.75,"lat38.75lon-84.75",NA,NA,NA,NA,-1.14730231608215,0.223415417397537,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,39.25,"lat39.25lon-84.75",NA,NA,NA,"OH",-1.12808686549926,0.0154400105674911,-1.37785864364264,0.936928132299292,NA,NA,NA,NA,NA,NA
-84.75,39.75,"lat39.75lon-84.75","n",0.8709420638,0.3547165665,"OH",-0.679831138409637,-0.081030484157773,-1.92918398973896,0.160038336554817,-1.92412690599753,0.0907310078546923,NA,NA,NA,NA
-84.75,40.25,"lat40.25lon-84.75","n",0.8719762355,0.4100770796,"OH",-0.793179528369009,-0.346458230425202,-2.02858623276776,0.0107117585347761,-2.00682626378646,-0.109733480687473,NA,NA,NA,NA
-84.75,40.75,"lat40.75lon-84.75",NA,NA,NA,"OH",-0.834779254983806,-0.446581152886053,-1.6627114660426,0.0140260811205847,NA,NA,NA,NA,NA,NA
-84.75,41.25,"lat41.25lon-84.75","n",0.8740470296,0.5209292953,"OH",-0.728787671508993,-0.116721376334678,-1.4920019792628,0.0205824994640463,-1.49047661070877,-0.0299273258380586,NA,NA,NA,NA
-84.75,41.75,"lat41.75lon-84.75",NA,NA,NA,"MI - lower",-0.748162609507363,-0.355037503373636,-1.89851107723982,-0.402045242471336,NA,NA,NA,NA,NA,NA
-84.75,42.25,"lat42.25lon-84.75",NA,NA,NA,"MI - lower",-0.382974349520196,-0.858111961709478,-1.66695326658991,-0.927528372766166,NA,NA,NA,NA,NA,NA
-84.75,42.75,"lat42.75lon-84.75","y",0.8771584161,0.6874857322,"MI - lower",-0.467526955120591,-1.14026970718046,-1.78035608936072,-1.20073666034668,-1.63135239576457,-1.31376299159036,NA,NA,-1.04114082478576,-2.12051502293723
-84.75,43.25,"lat43.25lon-84.75",NA,NA,NA,"MI - lower",-0.273532869622373,-1.20650980563417,-1.56802038975173,-1.48331569729836,NA,NA,NA,NA,NA,NA
-84.75,43.75,"lat43.75lon-84.75",NA,NA,NA,"MI - lower",0.393691624984062,-1.22274403070881,-0.847284741836714,-1.88467521943457,NA,NA,NA,NA,NA,NA
-84.75,44.25,"lat44.25lon-84.75","y",0.8802744618,0.8542915833,"MI - upper",1.40517302831594,-1.01202603421373,1.96921008480007,-1.39256169608455,2.0191683200031,-1.31985764053032,1.94764186834726,-0.167573703277351,1.58360265023785,1.0107695344963
-84.75,44.75,"lat44.75lon-84.75",NA,NA,NA,"MI - upper",1.40664349900856,-0.973324275584253,2.0015767609206,-1.352291368077,NA,NA,2.00684324906606,-0.0954474463775352,NA,NA
-84.75,45.25,"lat45.25lon-84.75","y",0.8823534818,0.9655841411,"MI - upper",1.32935116638027,-0.798568436278164,1.7167547967321,-1.30480329529646,1.76587549382934,-1.20117665029578,1.8204150632709,0.0797466722746842,1.49137411729125,0.828626769276122
-84.75,47.75,"lat47.75lon-84.75","n",0.8875523825,1.2438878425,NA,2.50194400441389,0.0970504488813355,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,48.25,"lat48.25lon-84.75",NA,NA,NA,NA,2.62548451666232,-0.594120692629922,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,48.75,"lat48.75lon-84.75","n",0.8896307446,1.3551451846,NA,2.63127336163428,-1.38818598722795,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,49.25,"lat49.25lon-84.75",NA,NA,NA,NA,2.60333572051543,-1.39755452409587,NA,NA,NA,NA,NA,NA,NA,NA
-84.75,49.75,"lat49.75lon-84.75",NA,NA,NA,NA,2.56665941361335,-1.376892248241,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,35.25,"lat35.25lon-84.25",NA,NA,NA,NA,-2.21595231014035,1.74141714396516,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,35.75,"lat35.75lon-84.25",NA,NA,NA,NA,-1.88604776878195,2.05306672601646,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,36.25,"lat36.25lon-84.25",NA,NA,NA,NA,-1.92361960499722,1.82358430692162,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,36.75,"lat36.75lon-84.25",NA,NA,NA,NA,-1.95023419768045,1.34527696427533,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,37.25,"lat37.25lon-84.25",NA,NA,NA,NA,-1.76651357614471,1.180110890169,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,37.75,"lat37.75lon-84.25",NA,NA,NA,NA,-1.7043517151752,1.20478363306677,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,38.25,"lat38.25lon-84.25",NA,NA,NA,NA,-1.5739712562155,0.836049573739336,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,38.75,"lat38.75lon-84.25",NA,NA,NA,NA,-1.15633531086028,0.2102149919243,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,39.25,"lat39.25lon-84.25",NA,NA,NA,"OH",-1.118754405739,-0.180239720715016,-1.79229762038193,0.822499386847537,NA,NA,NA,NA,NA,NA
-84.25,39.75,"lat39.75lon-84.25",NA,NA,NA,"OH",-0.825291029314795,-0.172655024858146,-2.11252356793511,0.104511268791322,NA,NA,NA,NA,NA,NA
-84.25,40.25,"lat40.25lon-84.25",NA,NA,NA,"OH",-0.802490465535882,-0.342992806621536,-2.03584307691435,-0.0308089599280972,NA,NA,NA,NA,NA,NA
-84.25,40.75,"lat40.75lon-84.25",NA,NA,NA,"OH",-0.90068011234641,-0.490539488896493,-1.81026691403209,-0.0303815574458886,NA,NA,NA,NA,NA,NA
-84.25,41.25,"lat41.25lon-84.25",NA,NA,NA,"OH",-0.942437249028232,-0.564069817858598,-2.16481790704504,-0.399087758301874,NA,NA,NA,NA,NA,NA
-84.25,41.75,"lat41.75lon-84.25",NA,NA,NA,"MI - lower",-0.650582687829097,-0.659320602197257,-1.76613863527028,-0.598618262950867,NA,NA,NA,NA,NA,NA
-84.25,42.25,"lat42.25lon-84.25",NA,NA,NA,"MI - lower",0.312797359625726,-0.935473412068324,-0.0888712769937777,-0.70448608998989,NA,NA,NA,NA,NA,NA
-84.25,42.75,"lat42.75lon-84.25",NA,NA,NA,"MI - lower",0.0110824973942,-1.41071379026497,-0.752185197403398,-1.26755917786255,NA,NA,NA,NA,NA,NA
-84.25,43.25,"lat43.25lon-84.25",NA,NA,NA,"MI - lower",-0.220221442545377,-1.63090204930339,-1.66425282154933,-1.84386529192408,NA,NA,NA,NA,NA,NA
-84.25,43.75,"lat43.75lon-84.25",NA,NA,NA,"MI - lower",0.290085740524872,-1.23323713321347,-0.542289436407574,-1.6915204011813,NA,NA,NA,NA,NA,NA
-84.25,44.25,"lat44.25lon-84.25",NA,NA,NA,"MI - upper",1.07416413080375,-1.02985306798853,0.601971268096511,-1.73145990752344,NA,NA,0.490583884997193,-0.449650668046397,NA,NA
-84.25,44.75,"lat44.75lon-84.25",NA,NA,NA,"MI - upper",1.36463971600352,-0.898065103737695,1.98007031328438,-1.24362635543426,NA,NA,1.92758561792081,0.0621463899378982,NA,NA
-84.25,45.25,"lat45.25lon-84.25",NA,NA,NA,"MI - upper",1.38835009500474,-0.711082454922988,2.07734906457713,-1.11914019820245,NA,NA,2.18859171490982,0.305788570651389,NA,NA
-84.25,46.75,"lat46.75lon-84.25",NA,NA,NA,NA,1.6886055332038,1.3514740799186,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,47.25,"lat47.25lon-84.25",NA,NA,NA,NA,2.13278387134414,0.855482624592147,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,47.75,"lat47.75lon-84.25",NA,NA,NA,NA,2.4125941045436,0.206293465763573,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,48.25,"lat48.25lon-84.25",NA,NA,NA,NA,2.561946073806,-0.411934338071626,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,48.75,"lat48.75lon-84.25",NA,NA,NA,NA,2.59796411489436,-0.960373777964543,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,49.25,"lat49.25lon-84.25",NA,NA,NA,NA,2.64340960006908,-1.22744196493226,NA,NA,NA,NA,NA,NA,NA,NA
-84.25,49.75,"lat49.75lon-84.25",NA,NA,NA,NA,2.58239707625792,-1.39512297281112,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,35.25,"lat35.25lon-83.75",NA,NA,NA,NA,-2.0882340764008,1.60616254638045,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,35.75,"lat35.75lon-83.75",NA,NA,NA,NA,-2.11928552859304,1.20885000763186,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,36.25,"lat36.25lon-83.75",NA,NA,NA,NA,-1.74641560877518,1.28739813651578,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,36.75,"lat36.75lon-83.75",NA,NA,NA,NA,-1.86143441393126,1.21726643772809,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,37.25,"lat37.25lon-83.75",NA,NA,NA,NA,-1.70875732038651,1.44910821459609,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,37.75,"lat37.75lon-83.75",NA,NA,NA,NA,-1.6751007013584,1.62449603857273,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,38.25,"lat38.25lon-83.75",NA,NA,NA,NA,-1.60106455019599,1.01288095198931,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,38.75,"lat38.75lon-83.75",NA,NA,NA,"OH",-1.10965568776245,0.414350715641594,-1.02922664174995,1.55814464830991,NA,NA,NA,NA,NA,NA
-83.75,39.25,"lat39.25lon-83.75",NA,NA,NA,"OH",-0.953067845345715,0.106224825095122,-1.73176831752235,0.794168984684817,NA,NA,NA,NA,NA,NA
-83.75,39.75,"lat39.75lon-83.75",NA,NA,NA,"OH",-0.607850323078336,0.0918977843231793,-1.53999704250915,0.345027954186845,NA,NA,NA,NA,NA,NA
-83.75,40.25,"lat40.25lon-83.75",NA,NA,NA,"OH",-0.831376563457533,-0.185024896128121,-2.05877871358777,0.0865303062852688,NA,NA,NA,NA,NA,NA
-83.75,40.75,"lat40.75lon-83.75",NA,NA,NA,"OH",-0.70339358585412,-0.230642138698337,-1.29287595710936,0.251929584583069,NA,NA,NA,NA,NA,NA
-83.75,41.25,"lat41.25lon-83.75",NA,NA,NA,"OH",-1.02925404718981,-0.814412862658571,-2.34127254241088,-0.548375943638226,NA,NA,NA,NA,NA,NA
-83.75,41.75,"lat41.75lon-83.75",NA,NA,NA,"MI - lower",-1.39013708644738,-0.960953914183663,-3.26072631545645,-0.782096105294661,NA,NA,NA,NA,NA,NA
-83.75,42.25,"lat42.25lon-83.75",NA,NA,NA,"MI - lower",-0.637959567828835,-1.1503482504449,-2.12191302629085,-1.14953074600835,NA,NA,NA,NA,NA,NA
-83.75,42.75,"lat42.75lon-83.75",NA,NA,NA,"MI - lower",-0.358212674959417,-1.43059825735504,-2.19112519312486,-1.65097302317424,NA,NA,NA,NA,NA,NA
-83.75,43.25,"lat43.25lon-83.75",NA,NA,NA,"MI - lower",-0.30418007994265,-1.61010377858145,-1.79460421898243,-1.86053643568192,NA,NA,NA,NA,NA,NA
-83.75,43.75,"lat43.75lon-83.75",NA,NA,NA,NA,-0.0896509487963822,-1.33051665878718,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,44.25,"lat44.25lon-83.75",NA,NA,NA,"MI - upper",0.932197539448277,-1.06962555487242,0.47686164271808,-1.67121635689994,NA,NA,0.359277544863486,-0.325176883524891,NA,NA
-83.75,44.75,"lat44.75lon-83.75",NA,NA,NA,"MI - upper",1.1469105214765,-1.0013196475053,1.18402749007478,-1.43139542678931,NA,NA,1.08058107245826,-0.0718597568104761,NA,NA
-83.75,45.25,"lat45.25lon-83.75",NA,NA,NA,"MI - upper",0.372896028300114,-1.02122630048673,-0.956261491862687,-1.99720584856677,NA,NA,-0.880611737813471,-0.539585425910006,NA,NA
-83.75,46.75,"lat46.75lon-83.75",NA,NA,NA,NA,2.03359789129056,0.859135766494226,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,47.25,"lat47.25lon-83.75",NA,NA,NA,NA,2.1891002318178,0.639347170941984,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,47.75,"lat47.75lon-83.75",NA,NA,NA,NA,2.41763157191816,0.333293923102269,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,48.25,"lat48.25lon-83.75",NA,NA,NA,NA,2.49694440491414,-0.169337366310959,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,48.75,"lat48.75lon-83.75",NA,NA,NA,NA,2.57840961881013,-0.683879699650947,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,49.25,"lat49.25lon-83.75",NA,NA,NA,NA,2.61943721708053,-0.987382854021283,NA,NA,NA,NA,NA,NA,NA,NA
-83.75,49.75,"lat49.75lon-83.75",NA,NA,NA,NA,1.51804962350754,-1.49006799100866,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,35.25,"lat35.25lon-83.25","n",0.9998735009,-0.1423032877,NA,-1.77975228843495,1.61314814973093,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,35.75,"lat35.75lon-83.25",NA,NA,NA,NA,-1.75601609542239,0.614468055166608,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,36.25,"lat36.25lon-83.25",NA,NA,NA,NA,-1.73188539143043,0.784655722105087,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,36.75,"lat36.75lon-83.25","n",0.9998763144,0.0224039477,NA,-1.88186796917846,0.931371131058068,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,37.25,"lat37.25lon-83.25",NA,NA,NA,NA,-1.69587504550025,1.35896060822833,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,37.75,"lat37.75lon-83.25",NA,NA,NA,NA,-1.58123987155419,1.62595111325541,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,38.25,"lat38.25lon-83.25","n",0.9998791379,0.1877009606,NA,-1.38134853850781,0.906056239700837,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,38.75,"lat38.75lon-83.25",NA,NA,NA,"OH",-1.17057959121686,0.256575317737944,-1.39256061793631,1.29346775449525,NA,NA,NA,NA,NA,NA
-83.25,39.25,"lat39.25lon-83.25",NA,NA,NA,"OH",-1.02760502884276,0.13511962655537,-1.7270606531621,0.863892790505243,NA,NA,NA,NA,NA,NA
-83.25,39.75,"lat39.75lon-83.25","n",0.9998819701,0.353511228,"OH",-0.771461008396276,0.0333009555164088,-2.11941306439967,0.244421152679554,-2.11541929123621,0.187988121034978,NA,NA,NA,NA
-83.25,40.25,"lat40.25lon-83.25",NA,NA,NA,"OH",-0.79992422356956,-0.342053639112684,-1.70583876011104,0.0789253832961376,NA,NA,NA,NA,NA,NA
-83.25,40.75,"lat40.75lon-83.25",NA,NA,NA,"OH",-0.587541058405166,-0.40715490965681,-1.16152410802891,0.123932368803946,NA,NA,NA,NA,NA,NA
-83.25,41.25,"lat41.25lon-83.25","n",0.9998848098,0.5197529557,"OH",-0.899734836231395,-0.714331792148068,-1.97610624308038,-0.337755317661013,-1.92196337545092,-0.500129219287148,NA,NA,NA,NA
-83.25,41.75,"lat41.75lon-83.25",NA,NA,NA,NA,-0.793344236355237,-0.6583861997606,NA,NA,NA,NA,NA,NA,NA,NA
-83.25,42.25,"lat42.25lon-83.25",NA,NA,NA,"MI - lower",-0.960758334375632,-1.20128416888546,-2.44305524997759,-1.18822084499069,NA,NA,NA,NA,NA,NA
-83.25,42.75,"lat42.75lon-83.25","n",0.9998876553,0.6863384514,"MI - lower",-0.55517944178373,-1.45746512365401,-2.15793016653625,-1.645008159485,-1.94791712185332,-1.77760766427968,NA,NA,NA,NA
-83.25,43.25,"lat43.25lon-83.25",NA,NA,NA,"MI - lower",-0.140468202143566,-1.47514496914448,-1.56700783415367,-1.79874940312342,NA,NA,NA,NA,NA,NA
