"lon","lat","latlon","umw","x","y","domain.paleon","pc.all1","pc.all2","pc.setveg1","pc.setveg2","pc.setveg.mod1","pc.setveg.mod2","pc.umw1","pc.umw2","pc.umw.mod1","pc.umw.mod2"
-93.75,41.75,"lat41.75lon-93.75",NA,NA,NA,NA,-1.07154019274905,0.0447517931332666,NA,NA,NA,NA,NA,NA,NA,NA
-93.75,42.25,"lat42.25lon-93.75",NA,NA,NA,NA,-0.944567976985429,-0.113647147805702,NA,NA,NA,NA,NA,NA,NA,NA
-93.75,42.75,"lat42.75lon-93.75","n",0.1431753134,0.7423889951,NA,-0.817774297384437,-0.166270428048087,NA,NA,NA,NA,NA,NA,NA,NA
-93.75,43.25,"lat43.25lon-93.75",NA,NA,NA,NA,-0.540613939039616,-0.0524464171178166,NA,NA,NA,NA,NA,NA,NA,NA
-93.75,43.75,"lat43.75lon-93.75",NA,NA,NA,"MN",-0.499832023901272,-0.035336907349641,-1.302833020055,-0.133042240306071,NA,NA,-2.39822469047697,2.07884936903003,NA,NA
-93.75,44.25,"lat44.25lon-93.75","y",0.1649098498,0.9078021494,"MN",-0.695264672446111,-0.201109147875966,-1.70363865477835,-0.312785376676295,-1.6439173727842,-0.312866502261912,-2.79916478379275,1.84200786203264,-0.968863061607531,-2.71889709048136
-93.75,44.75,"lat44.75lon-93.75",NA,NA,NA,"MN",-0.369291828040956,-0.169787305641539,-1.26789945425522,-0.608876559542365,NA,NA,-2.19181289302565,1.30023901814597,NA,NA
-93.75,45.25,"lat45.25lon-93.75",NA,NA,NA,"MN",-0.0220854100014462,-0.522466418537877,-0.803000477604693,-1.13603786609913,NA,NA,-1.54171209496194,0.368358648873048,NA,NA
-93.75,45.75,"lat45.75lon-93.75","y",0.1866636284,1.0733617481,"MN",0.563322325578833,-0.515890921651487,0.407026262704326,-1.07431824279346,0.483474998347726,-0.960241430860128,-0.222999683768004,0.278990560998141,0.111402042291578,-0.183833458097943
-93.75,46.25,"lat46.25lon-93.75",NA,NA,NA,"MN",1.03238202931219,-0.425952236729197,1.15814911501324,-1.04130814731284,NA,NA,0.557920342052219,0.205181464164965,NA,NA
-93.75,46.75,"lat46.75lon-93.75",NA,NA,NA,"MN",1.06909538095566,-0.432295729589598,0.966678177857034,-1.32199385030878,NA,NA,0.42669052494553,-0.232932305295777,NA,NA
-93.75,47.25,"lat47.25lon-93.75","y",0.2084222992,1.2389585793,"MN",1.14993446287613,-0.57115236012973,0.900526763894572,-1.598699010111,1.02635751870884,-1.38580431347943,0.43889355774017,-0.676476355863705,-0.0277933436035966,0.938389131998479
-93.75,47.75,"lat47.75lon-93.75",NA,NA,NA,"MN",1.17416505699469,-0.637147914547103,0.992237387366431,-1.75426296956515,NA,NA,0.596111821575055,-0.973867972029887,NA,NA
-93.75,48.25,"lat48.25lon-93.75",NA,NA,NA,"MN",1.84348571913637,-0.665573122515785,2.61654188492057,-1.63612412482327,NA,NA,2.41665667248127,-1.05127127347293,NA,NA
-93.75,48.75,"lat48.75lon-93.75","y",0.2301702756,1.4044740198,NA,0.612774401717676,-1.26140496405858,NA,NA,NA,NA,NA,NA,-2.00738793845051,1.30403863365727
-93.75,49.25,"lat49.25lon-93.75",NA,NA,NA,NA,1.96376538717898,-1.33388149322234,NA,NA,NA,NA,NA,NA,NA,NA
-93.75,49.75,"lat49.75lon-93.75",NA,NA,NA,NA,0.868732282413372,-1.68674425308082,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,35.25,"lat35.25lon-93.25",NA,NA,NA,NA,-2.48529059543469,0.102534223427986,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,35.75,"lat35.75lon-93.25",NA,NA,NA,NA,-2.38482460553977,0.119124461909072,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,36.25,"lat36.25lon-93.25",NA,NA,NA,NA,-2.31933508931495,-0.0812214785252738,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,36.75,"lat36.75lon-93.25",NA,NA,NA,NA,-1.9505736414028,-0.0305631904557993,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,37.25,"lat37.25lon-93.25",NA,NA,NA,NA,-1.5869016783478,-0.233020270716925,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,37.75,"lat37.75lon-93.25",NA,NA,NA,NA,-1.6389641856664,-0.0335348205587234,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,38.25,"lat38.25lon-93.25",NA,NA,NA,NA,-1.7188690587308,0.0252560876632128,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,38.75,"lat38.75lon-93.25",NA,NA,NA,NA,-1.38558775394314,0.127348091078333,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,39.25,"lat39.25lon-93.25",NA,NA,NA,NA,-1.46663380317194,-0.0357793302282949,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,39.75,"lat39.75lon-93.25",NA,NA,NA,NA,-1.42146125345937,-0.0795123337947039,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,40.25,"lat40.25lon-93.25",NA,NA,NA,NA,-1.61703895680091,-0.099564998689755,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,40.75,"lat40.75lon-93.25",NA,NA,NA,NA,-1.56079300958158,-0.160365910866508,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,41.25,"lat41.25lon-93.25",NA,NA,NA,NA,-0.999993043951475,0.117257883789686,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,41.75,"lat41.75lon-93.25",NA,NA,NA,NA,-0.562415659720712,0.226277260283489,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,42.25,"lat42.25lon-93.25",NA,NA,NA,NA,-0.425804437375882,0.0463135717998567,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,42.75,"lat42.75lon-93.25",NA,NA,NA,NA,-0.730130704117871,0.091596026445331,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,43.25,"lat43.25lon-93.25",NA,NA,NA,NA,-0.427621316826363,-0.0217756058119546,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,43.75,"lat43.75lon-93.25",NA,NA,NA,"MN",-0.393642202041644,-0.095343518856604,-1.06750195280968,-0.18620664488179,NA,NA,-2.02288345698776,2.00781635296705,NA,NA
-93.25,44.25,"lat44.25lon-93.25",NA,NA,NA,"MN",-0.358257599785505,-0.425205498115084,-1.18347338596606,-0.499664655870282,NA,NA,-2.13264050068042,1.51392335913131,NA,NA
-93.25,44.75,"lat44.75lon-93.25","n",0.2113667206,0.9579499911,"MN",0.0460444919271886,-0.329880735584411,-0.511616356855466,-0.650223146195563,-0.452680037617515,-0.588526167857018,-1.32905228843982,1.16007860964506,NA,NA
-93.25,45.25,"lat45.25lon-93.25",NA,NA,NA,"MN",1.05171720339373,-0.220279639601921,1.88612984114993,-0.31495271622033,NA,NA,1.1539057267137,1.26130843311559,NA,NA
-93.25,45.75,"lat45.75lon-93.25",NA,NA,NA,"MN",0.830988496371973,-0.308291482372231,0.618995385781285,-1.06636471315541,NA,NA,0.0194082155613529,0.298988923370967,NA,NA
-93.25,46.25,"lat46.25lon-93.25",NA,NA,NA,"MN",1.03529486582875,-0.295097762177162,1.24419917516529,-1.08700486358827,NA,NA,0.707685009243579,0.0985233889883305,NA,NA
-93.25,46.75,"lat46.75lon-93.25",NA,NA,NA,"MN",1.59891030500013,-0.270594689521775,2.50081608955189,-1.00025687418475,NA,NA,2.06452204794077,0.0142000242333415,NA,NA
-93.25,47.25,"lat47.25lon-93.25",NA,NA,NA,"MN",1.2787017831197,-0.438320800042129,0.839503668160325,-1.67262408736088,NA,NA,0.449642631871801,-0.720029369270893,NA,NA
-93.25,47.75,"lat47.75lon-93.25",NA,NA,NA,"MN",0.307088816458084,-0.903817248936721,-1.20944046344321,-2.45455661436627,NA,NA,-1.54077919014229,-1.7059564052557,NA,NA
-93.25,48.25,"lat48.25lon-93.25",NA,NA,NA,"MN",0.853971955900602,-0.871296072789995,0.465555375821208,-2.18091909087638,NA,NA,0.254015052845894,-1.60402892518821,NA,NA
-93.25,48.75,"lat48.75lon-93.25",NA,NA,NA,NA,1.87139688528488,-0.656080209437896,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,49.25,"lat49.25lon-93.25",NA,NA,NA,NA,2.00085893398346,-1.05825504582782,NA,NA,NA,NA,NA,NA,NA,NA
-93.25,49.75,"lat49.75lon-93.25",NA,NA,NA,NA,1.06879505974288,-1.4056932642541,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,35.25,"lat35.25lon-92.75",NA,NA,NA,NA,-2.55906845498795,0.0297025504126203,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,35.75,"lat35.75lon-92.75",NA,NA,NA,NA,-2.50136551729742,0.0100163312076429,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,36.25,"lat36.25lon-92.75",NA,NA,NA,NA,-1.90689905197385,0.102664296954387,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,36.75,"lat36.75lon-92.75",NA,NA,NA,NA,-1.99944918492136,-0.0856574366121544,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,37.25,"lat37.25lon-92.75",NA,NA,NA,NA,-1.63519689961931,-0.46264108076042,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,37.75,"lat37.75lon-92.75",NA,NA,NA,NA,-1.60062221327631,-0.129258781977645,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,38.25,"lat38.25lon-92.75",NA,NA,NA,NA,-1.64064731987833,0.0507149277800366,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,38.75,"lat38.75lon-92.75","n",0.1720734419,0.2919079764,NA,-1.10163030828765,0.491975302927122,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,39.25,"lat39.25lon-92.75",NA,NA,NA,NA,-1.62569821866542,0.303373339859187,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,39.75,"lat39.75lon-92.75",NA,NA,NA,NA,-1.77292114811785,-0.049017703228219,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,40.25,"lat40.25lon-92.75",NA,NA,NA,NA,-1.73004209583038,-0.0122782930009015,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,40.75,"lat40.75lon-92.75",NA,NA,NA,NA,-1.54229680157762,-0.0164082113853505,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,41.25,"lat41.25lon-92.75",NA,NA,NA,NA,-0.971255381701862,0.199442307056561,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,41.75,"lat41.75lon-92.75",NA,NA,NA,NA,-0.202754686881751,0.382400096723884,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,42.25,"lat42.25lon-92.75",NA,NA,NA,NA,-0.177973526351814,0.176094076180588,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,42.75,"lat42.75lon-92.75",NA,NA,NA,NA,-0.752019267326843,-0.0147861718904178,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,43.25,"lat43.25lon-92.75",NA,NA,NA,NA,-0.455726982957664,-0.12736481569121,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,43.75,"lat43.75lon-92.75",NA,NA,NA,"MN",-0.0698499338148571,-0.129339411919145,-0.77873969935856,-0.365106734786652,NA,NA,-1.61761872930809,1.74586843254854,NA,NA
-92.75,44.25,"lat44.25lon-92.75",NA,NA,NA,"MN",0.177553539546616,-0.308569759629662,0.132027884691004,-0.220632406669734,NA,NA,-0.738522819697227,1.7651779040958,NA,NA
-92.75,44.75,"lat44.75lon-92.75",NA,NA,NA,"MN",-0.0184907000636163,-0.429512536035187,-0.465234240501932,-0.604382527864922,NA,NA,-1.28520618882628,1.22404337666487,NA,NA
-92.75,45.25,"lat45.25lon-92.75",NA,NA,NA,"MN",0.372427257699623,-0.390534000699096,0.149788282744492,-0.754541609837435,NA,NA,-0.564723801667827,0.879042864638529,NA,NA
-92.75,45.75,"lat45.75lon-92.75",NA,NA,NA,"MN",0.91956823746932,-0.21348962193137,1.18850781864876,-0.711838170805176,NA,NA,0.575019598751414,0.774013951145723,NA,NA
-92.75,46.25,"lat46.25lon-92.75",NA,NA,NA,"MN",0.754028969783946,-0.392247574059771,0.174755413814079,-1.40626871170804,NA,NA,-0.316294918349912,-0.153152315582466,NA,NA
-92.75,46.75,"lat46.75lon-92.75",NA,NA,NA,"MN",1.44911590328444,-0.240614643955563,2.17530254588858,-1.0682440305765,NA,NA,1.80894224381044,-0.00456271767919136,NA,NA
-92.75,47.25,"lat47.25lon-92.75",NA,NA,NA,"MN",1.67758751564122,-0.263761878831468,2.51574889329084,-1.21526289551072,NA,NA,2.22484977322088,-0.317212712759569,NA,NA
-92.75,47.75,"lat47.75lon-92.75",NA,NA,NA,"MN",1.71818010268475,-0.311562546000912,2.23273072969028,-1.55956600532265,NA,NA,2.03083964240615,-0.828928755156074,NA,NA
-92.75,48.25,"lat48.25lon-92.75",NA,NA,NA,"MN",1.72167836543535,-0.47401179544326,2.42007170959612,-1.65506166400095,NA,NA,2.31707937000893,-1.04027431519815,NA,NA
-92.75,48.75,"lat48.75lon-92.75",NA,NA,NA,NA,1.95892559810816,-0.494377981927677,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,49.25,"lat49.25lon-92.75",NA,NA,NA,NA,2.07658692910671,-0.865487903077298,NA,NA,NA,NA,NA,NA,NA,NA
-92.75,49.75,"lat49.75lon-92.75",NA,NA,NA,NA,1.21692472725098,-1.19695925166705,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,35.25,"lat35.25lon-92.25","n",0.1724057306,-0.0959154796,NA,-2.6837713523711,-0.0466779276678054,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,35.75,"lat35.75lon-92.25",NA,NA,NA,NA,-2.55228513174546,-0.0513090387218117,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,36.25,"lat36.25lon-92.25",NA,NA,NA,NA,-2.10380667179879,-0.039713998815422,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,36.75,"lat36.75lon-92.25","n",0.1908120414,0.0677600565,NA,-1.97832231681238,-0.0679354221401419,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,37.25,"lat37.25lon-92.25",NA,NA,NA,NA,-1.82379016482793,-0.428258719911607,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,37.75,"lat37.75lon-92.25","n",0.2031200475,0.1772072742,NA,-1.84140744903702,-0.39139426134856,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,38.25,"lat38.25lon-92.25","n",0.2092842608,0.2320216759,NA,-1.73013100978241,-0.255025254368011,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,38.75,"lat38.75lon-92.25",NA,NA,NA,NA,-1.21450757666405,0.468858298927517,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,39.25,"lat39.25lon-92.25",NA,NA,NA,NA,-1.60610925790143,0.231606783003603,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,39.75,"lat39.75lon-92.25","n",0.2278138373,0.3967933348,NA,-1.51364312715968,-0.123723716127805,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,40.25,"lat40.25lon-92.25","n",0.2340015472,0.4518166769,NA,-1.74432349711328,-0.114008217551753,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,40.75,"lat40.75lon-92.25",NA,NA,NA,NA,-1.52673747636719,-0.082365321406317,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,41.25,"lat41.25lon-92.25","n",0.2463916302,0.5619937514,NA,-0.993790381715489,0.20358357597808,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,41.75,"lat41.75lon-92.25",NA,NA,NA,NA,-0.50989658754204,0.338932534710725,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,42.25,"lat42.25lon-92.25",NA,NA,NA,NA,-0.611425941682592,0.114691479612239,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,42.75,"lat42.75lon-92.25","n",0.2650078398,0.7275357827,NA,-0.71545515016266,0.10389057695966,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,43.25,"lat43.25lon-92.25",NA,NA,NA,NA,-0.558439770650777,-0.301968973316153,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,43.75,"lat43.75lon-92.25",NA,NA,NA,"MN",0.155674918923948,-0.0836377220332005,0.177864777896236,-0.0768162960754181,NA,NA,-0.664727192285812,2.00028669598852,NA,NA
-92.25,44.25,"lat44.25lon-92.25","y",0.2836519267,0.8933257092,"MN",0.302601420307403,-0.0887765323541736,0.487333383457724,-0.0945452636841309,0.447317386573814,-0.0398386395070384,-0.339874951517336,1.90177404947563,1.01032137607471,-1.44120683314582
-92.25,44.75,"lat44.75lon-92.25",NA,NA,NA,"WI",0.443249260489799,-0.0849760352302625,0.62573952897712,-0.309365064818347,NA,NA,-0.114264300260104,1.52516750862253,NA,NA
-92.25,45.25,"lat45.25lon-92.25","y",0.2960912272,1.003940444,"WI",0.480715118581748,-0.267075094516244,0.263830559633715,-0.828717200926754,0.318814868000336,-0.694587390665022,-0.370544906578731,0.756238426427288,0.206452989715111,-0.506799951947243
-92.25,45.75,"lat45.75lon-92.25","y",0.3023125196,1.0592624136,"WI",1.2526091920741,-0.126509308224864,1.98987966579331,-0.645141324184168,1.96639857584358,-0.454281625611791,1.50258726907677,0.766408187624134,1.69719085206217,0.535673611900571
-92.25,46.25,"lat46.25lon-92.25",NA,NA,NA,"WI",1.36569709191282,-0.253800210638372,1.83170463164665,-1.06429320087954,NA,NA,1.50125649061694,0.15580825689017,NA,NA
-92.25,46.75,"lat46.75lon-92.25",NA,NA,NA,"MN",0.519314202474075,-0.588756859169156,-0.651583730087673,-2.20910588076761,NA,NA,-0.805765368049662,-1.26329149508404,NA,NA
-92.25,47.25,"lat47.25lon-92.25","y",0.3209773091,1.2252364353,"MN",0.931986705271746,-0.417742208850753,0.274350460161407,-2.02113215271134,0.470389506080724,-1.71475026351088,0.137475001065788,-1.15382189743659,-0.792794571576652,1.39888255562383
-92.25,47.75,"lat47.75lon-92.25","y",0.3271975605,1.2805491474,"MN",1.91109372850048,-0.189880454405835,2.82082250353966,-1.45722615171998,2.8655226375602,-1.11606721445942,2.74843089204022,-0.736875649266994,1.60363758162691,2.46862239100278
-92.25,48.25,"lat48.25lon-92.25",NA,NA,NA,"MN",1.81481288502523,-0.363811606099194,2.58388495048057,-1.65609552515986,NA,NA,2.53480352618573,-1.06118562831336,NA,NA
-92.25,48.75,"lat48.75lon-92.25","n",0.3396329249,1.391128881,NA,2.05028650393126,-0.501881803674206,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,49.25,"lat49.25lon-92.25",NA,NA,NA,NA,2.09554028296822,-0.980007505832049,NA,NA,NA,NA,NA,NA,NA,NA
-92.25,49.75,"lat49.75lon-92.25",NA,NA,NA,NA,2.14043277943126,-0.943484007614827,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,35.25,"lat35.25lon-91.75",NA,NA,NA,NA,-2.65532987437825,0.283323171868137,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,35.75,"lat35.75lon-91.75",NA,NA,NA,NA,-2.34067854945116,0.146090554666082,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,36.25,"lat36.25lon-91.75",NA,NA,NA,NA,-1.94871450592311,0.0813766337306296,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,36.75,"lat36.75lon-91.75",NA,NA,NA,NA,-1.62343733170465,0.066800406075625,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,37.25,"lat37.25lon-91.75",NA,NA,NA,NA,-1.63907581678232,-0.139389409671516,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,37.75,"lat37.75lon-91.75",NA,NA,NA,NA,-1.34987552179616,-0.220822959667399,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,38.25,"lat38.25lon-91.75",NA,NA,NA,NA,-1.66525836972533,-0.121426563637045,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,38.75,"lat38.75lon-91.75",NA,NA,NA,NA,-1.27477884764936,0.288948645176121,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,39.25,"lat39.25lon-91.75",NA,NA,NA,NA,-1.57686412662688,0.00158048142457855,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,39.75,"lat39.75lon-91.75",NA,NA,NA,NA,-1.48988595685935,-0.208451929374642,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,40.25,"lat40.25lon-91.75",NA,NA,NA,NA,-1.76508934376574,-0.119134609074184,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,40.75,"lat40.75lon-91.75",NA,NA,NA,NA,-1.51015709661777,-0.420569712065847,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,41.25,"lat41.25lon-91.75",NA,NA,NA,NA,-1.08058678742201,-0.0515033485020848,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,41.75,"lat41.75lon-91.75",NA,NA,NA,NA,-0.596777714091819,0.252989422156801,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,42.25,"lat42.25lon-91.75",NA,NA,NA,NA,-0.861226175310441,0.0517081634237617,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,42.75,"lat42.75lon-91.75",NA,NA,NA,NA,-0.513005216728531,0.16787705868988,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,43.25,"lat43.25lon-91.75",NA,NA,NA,NA,0.215138363682187,0.0516793673805179,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,43.75,"lat43.75lon-91.75",NA,NA,NA,"MN",0.234510122959561,-0.00860171857945657,0.53706532011029,0.085630922097945,NA,NA,-0.35157001782305,2.1689258125106,NA,NA
-91.75,44.25,"lat44.25lon-91.75",NA,NA,NA,"WI",0.3248860585351,0.120042583294603,0.703170046639758,0.116550088132681,NA,NA,-0.196942233699141,2.16402981665585,NA,NA
-91.75,44.75,"lat44.75lon-91.75",NA,NA,NA,"WI",0.179774815171471,0.110713009620333,-0.0267675069454412,-0.375877476713308,NA,NA,-0.755913141021831,1.52976593087446,NA,NA
-91.75,45.25,"lat45.25lon-91.75",NA,NA,NA,"WI",0.390183825278184,-0.180288961566019,0.184399159724585,-0.758317105735699,NA,NA,-0.436225194714368,0.87169230734368,NA,NA
-91.75,45.75,"lat45.75lon-91.75",NA,NA,NA,"WI",0.93538721375613,-0.22573261827513,1.05996724114081,-0.921817853571672,NA,NA,0.620890195503202,0.523340185036518,NA,NA
-91.75,46.25,"lat46.25lon-91.75",NA,NA,NA,"WI",1.7403621917302,-0.0250246009031546,2.78461630564801,-0.897276692808216,NA,NA,2.56855673518919,0.275617129269932,NA,NA
-91.75,46.75,"lat46.75lon-91.75",NA,NA,NA,NA,0.818310374154781,-0.357459405790916,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,47.25,"lat47.25lon-91.75",NA,NA,NA,"MN",0.828862444469626,-0.384130208807708,-0.0628841634389011,-2.23413941148302,NA,NA,-0.113690609708934,-1.43210517098974,NA,NA
-91.75,47.75,"lat47.75lon-91.75",NA,NA,NA,"MN",1.89845149770359,-0.0165766453904734,2.88675406694934,-1.41095852099792,NA,NA,2.85530177086751,-0.688069177280094,NA,NA
-91.75,48.25,"lat48.25lon-91.75",NA,NA,NA,NA,2.10812544811107,-0.039433060893509,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,48.75,"lat48.75lon-91.75",NA,NA,NA,NA,2.18138151120406,-0.392832718054067,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,49.25,"lat49.25lon-91.75",NA,NA,NA,NA,2.21992840126548,-0.805090806816337,NA,NA,NA,NA,NA,NA,NA,NA
-91.75,49.75,"lat49.75lon-91.75",NA,NA,NA,NA,2.2574398748505,-0.810841641221456,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,35.25,"lat35.25lon-91.25",NA,NA,NA,NA,-2.31426652110998,0.456795493407035,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,35.75,"lat35.75lon-91.25",NA,NA,NA,NA,-2.11983094394133,0.243706089431781,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,36.25,"lat36.25lon-91.25",NA,NA,NA,NA,-1.90034397778648,0.0693360504203741,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,36.75,"lat36.75lon-91.25",NA,NA,NA,NA,-1.69338766892397,0.0510567667626709,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,37.25,"lat37.25lon-91.25",NA,NA,NA,NA,-1.54497210716859,-0.061304192416065,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,37.75,"lat37.75lon-91.25",NA,NA,NA,NA,-1.3554572160091,-0.209528863579207,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,38.25,"lat38.25lon-91.25",NA,NA,NA,NA,-1.50416501548489,-0.356846690094312,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,38.75,"lat38.75lon-91.25",NA,NA,NA,NA,-1.33731378457529,-0.334633495247759,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,39.25,"lat39.25lon-91.25",NA,NA,NA,NA,-1.40481731783495,-0.0982434686863034,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,39.75,"lat39.75lon-91.25",NA,NA,NA,"IL",-0.987782902642331,0.010349665818812,-1.05358140677301,1.40488092860092,NA,NA,NA,NA,NA,NA
-91.25,40.25,"lat40.25lon-91.25",NA,NA,NA,"IL",-0.848386103930966,0.12942409744784,-0.786578438844545,1.3437507030391,NA,NA,NA,NA,NA,NA
-91.25,40.75,"lat40.75lon-91.25",NA,NA,NA,NA,-1.08409408138263,-0.203540864060597,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,41.25,"lat41.25lon-91.25",NA,NA,NA,NA,-0.943151425212579,-0.067568266076241,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,41.75,"lat41.75lon-91.25",NA,NA,NA,NA,-0.270790741935641,0.195697044420952,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,42.25,"lat42.25lon-91.25",NA,NA,NA,NA,-0.510172521270237,-0.289098474097252,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,42.75,"lat42.75lon-91.25",NA,NA,NA,NA,0.0445672621389809,-0.0891345499474655,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,43.25,"lat43.25lon-91.25",NA,NA,NA,NA,0.136696628301461,-0.0124198560487832,NA,NA,NA,NA,NA,NA,NA,NA
-91.25,43.75,"lat43.75lon-91.25","n",0.3574256052,0.8295490124,"WI",0.130327598927599,-0.0624627808518162,-0.309238563980853,-0.224204269279685,-0.303399525491998,-0.156703873334381,-1.19540932120267,1.88254677937557,NA,NA
-91.25,44.25,"lat44.25lon-91.25",NA,NA,NA,"WI",0.428037152182556,0.181405292768596,0.886513463838554,0.0788654953410453,NA,NA,0.0823025888645918,2.09617322267704,NA,NA
-91.25,44.75,"lat44.75lon-91.25",NA,NA,NA,"WI",0.255438344350439,0.172363659778472,0.0416907071170244,-0.413639019050199,NA,NA,-0.606523275825062,1.48938510810195,NA,NA
-91.25,45.25,"lat45.25lon-91.25","n",0.3740166777,0.995667779,"WI",0.567764979269857,-0.12083685266843,0.516041352824494,-0.790018305617951,0.557086625553737,-0.620824840260919,0.0619568756761378,0.824647350353234,NA,NA
-91.25,45.75,"lat45.75lon-91.25",NA,NA,NA,"WI",0.687152709816269,-0.280031258795592,0.573219632715948,-1.08218315277632,NA,NA,0.220690915982126,0.366640369412389,NA,NA
-91.25,46.25,"lat46.25lon-91.25",NA,NA,NA,"WI",1.36176312174571,-0.158439067945292,1.87108080395713,-1.2018918254864,NA,NA,1.72556250793046,-0.0399550230423676,NA,NA
-91.25,46.75,"lat46.75lon-91.25",NA,NA,NA,"WI",0.346194172451129,-0.586808815426846,-0.428751620609326,-2.11101226694132,NA,NA,-0.472802903506222,-1.15749998320329,NA,NA
